64,64 64,75 65,64 65,75 66,64 66,75 67,64 67,75 68,64 68,75 69,64 69,75 70,64 70,75 71,64 71,75 72,64 72,75 73,64 73,75 74,64 74,75 75,64 75,75 64,65 75,65 64,66 75,66 64,67 75,67 64,68 75,68 64,69 75,69 64,70 75,70 64,71 75,71 64,72 75,72 64,73 75,73 64,74 75,74
416,96 416,107 417,96 417,107 418,96 418,107 419,96 419,107 420,96 420,107 421,96 421,107 422,96 422,107 423,96 423,107 424,96 424,107 425,96 425,107 426,96 426,107 427,96 427,107 416,97 427,97 416,98 427,98 416,99 427,99 416,100 427,100 416,101 427,101 416,102 427,102 416,103 427,103 416,104 427,104 416,105 427,105 416,106 427,106
432,96 432,107 433,96 433,107 434,96 434,107 435,96 435,107 436,96 436,107 437,96 437,107 438,96 438,107 439,96 439,107 440,96 440,107 441,96 441,107 442,96 442,107 443,96 443,107 432,97 443,97 432,98 443,98 432,99 443,99 432,100 443,100 432,101 443,101 432,102 443,102 432,103 443,103 432,104 443,104 432,105 443,105 432,106 443,106
448,96 448,107 449,96 449,107 450,96 450,107 451,96 451,107 452,96 452,107 453,96 453,107 454,96 454,107 455,96 455,107 456,96 456,107 457,96 457,107 458,96 458,107 459,96 459,107 448,97 459,97 448,98 459,98 448,99 459,99 448,100 459,100 448,101 459,101 448,102 459,102 448,103 459,103 448,104 459,104 448,105 459,105 448,106 459,106
464,96 464,107 465,96 465,107 466,96 466,107 467,96 467,107 468,96 468,107 469,96 469,107 470,96 470,107 471,96 471,107 472,96 472,107 473,96 473,107 474,96 474,107 475,96 475,107 464,97 475,97 464,98 475,98 464,99 475,99 464,100 475,100 464,101 475,101 464,102 475,102 464,103 475,103 464,104 475,104 464,105 475,105 464,106 475,106
480,96 480,107 481,96 481,107 482,96 482,107 483,96 483,107 484,96 484,107 485,96 485,107 486,96 486,107 487,96 487,107 488,96 488,107 489,96 489,107 490,96 490,107 491,96 491,107 480,97 491,97 480,98 491,98 480,99 491,99 480,100 491,100 480,101 491,101 480,102 491,102 480,103 491,103 480,104 491,104 480,105 491,105 480,106 491,106
496,96 496,107 497,96 497,107 498,96 498,107 499,96 499,107 500,96 500,107 501,96 501,107 502,96 502,107 503,96 503,107 504,96 504,107 505,96 505,107 506,96 506,107 507,96 507,107 496,97 507,97 496,98 507,98 496,99 507,99 496,100 507,100 496,101 507,101 496,102 507,102 496,103 507,103 496,104 507,104 496,105 507,105 496,106 507,106
64,112 64,123 65,112 65,123 66,112 66,123 67,112 67,123 68,112 68,123 69,112 69,123 70,112 70,123 71,112 71,123 72,112 72,123 73,112 73,123 74,112 74,123 75,112 75,123 64,113 75,113 64,114 75,114 64,115 75,115 64,116 75,116 64,117 75,117 64,118 75,118 64,119 75,119 64,120 75,120 64,121 75,121 64,122 75,122
80,112 80,123 81,112 81,123 82,112 82,123 83,112 83,123 84,112 84,123 85,112 85,123 86,112 86,123 87,112 87,123 88,112 88,123 89,112 89,123 90,112 90,123 91,112 91,123 80,113 91,113 80,114 91,114 80,115 91,115 80,116 91,116 80,117 91,117 80,118 91,118 80,119 91,119 80,120 91,120 80,121 91,121 80,122 91,122
96,112 96,123 97,112 97,123 98,112 98,123 99,112 99,123 100,112 100,123 101,112 101,123 102,112 102,123 103,112 103,123 104,112 104,123 105,112 105,123 106,112 106,123 107,112 107,123 96,113 107,113 96,114 107,114 96,115 107,115 96,116 107,116 96,117 107,117 96,118 107,118 96,119 107,119 96,120 107,120 96,121 107,121 96,122 107,122
112,112 112,123 113,112 113,123 114,112 114,123 115,112 115,123 116,112 116,123 117,112 117,123 118,112 118,123 119,112 119,123 120,112 120,123 121,112 121,123 122,112 122,123 123,112 123,123 112,113 123,113 112,114 123,114 112,115 123,115 112,116 123,116 112,117 123,117 112,118 123,118 112,119 123,119 112,120 123,120 112,121 123,121 112,122 123,122
128,112 128,123 129,112 129,123 130,112 130,123 131,112 131,123 132,112 132,123 133,112 133,123 134,112 134,123 135,112 135,123 136,112 136,123 137,112 137,123 138,112 138,123 139,112 139,123 128,113 139,113 128,114 139,114 128,115 139,115 128,116 139,116 128,117 139,117 128,118 139,118 128,119 139,119 128,120 139,120 128,121 139,121 128,122 139,122
144,112 144,123 145,112 145,123 146,112 146,123 147,112 147,123 148,112 148,123 149,112 149,123 150,112 150,123 151,112 151,123 152,112 152,123 153,112 153,123 154,112 154,123 155,112 155,123 144,113 155,113 144,114 155,114 144,115 155,115 144,116 155,116 144,117 155,117 144,118 155,118 144,119 155,119 144,120 155,120 144,121 155,121 144,122 155,122
160,112 160,123 161,112 161,123 162,112 162,123 163,112 163,123 164,112 164,123 165,112 165,123 166,112 166,123 167,112 167,123 168,112 168,123 169,112 169,123 170,112 170,123 171,112 171,123 160,113 171,113 160,114 171,114 160,115 171,115 160,116 171,116 160,117 171,117 160,118 171,118 160,119 171,119 160,120 171,120 160,121 171,121 160,122 171,122
176,112 176,123 177,112 177,123 178,112 178,123 179,112 179,123 180,112 180,123 181,112 181,123 182,112 182,123 183,112 183,123 184,112 184,123 185,112 185,123 186,112 186,123 187,112 187,123 176,113 187,113 176,114 187,114 176,115 187,115 176,116 187,116 176,117 187,117 176,118 187,118 176,119 187,119 176,120 187,120 176,121 187,121 176,122 187,122
192,112 192,123 193,112 193,123 194,112 194,123 195,112 195,123 196,112 196,123 197,112 197,123 198,112 198,123 199,112 199,123 200,112 200,123 201,112 201,123 202,112 202,123 203,112 203,123 192,113 203,113 192,114 203,114 192,115 203,115 192,116 203,116 192,117 203,117 192,118 203,118 192,119 203,119 192,120 203,120 192,121 203,121 192,122 203,122
208,112 208,123 209,112 209,123 210,112 210,123 211,112 211,123 212,112 212,123 213,112 213,123 214,112 214,123 215,112 215,123 216,112 216,123 217,112 217,123 218,112 218,123 219,112 219,123 208,113 219,113 208,114 219,114 208,115 219,115 208,116 219,116 208,117 219,117 208,118 219,118 208,119 219,119 208,120 219,120 208,121 219,121 208,122 219,122
224,112 224,123 225,112 225,123 226,112 226,123 227,112 227,123 228,112 228,123 229,112 229,123 230,112 230,123 231,112 231,123 232,112 232,123 233,112 233,123 234,112 234,123 235,112 235,123 224,113 235,113 224,114 235,114 224,115 235,115 224,116 235,116 224,117 235,117 224,118 235,118 224,119 235,119 224,120 235,120 224,121 235,121 224,122 235,122
240,112 240,123 241,112 241,123 242,112 242,123 243,112 243,123 244,112 244,123 245,112 245,123 246,112 246,123 247,112 247,123 248,112 248,123 249,112 249,123 250,112 250,123 251,112 251,123 240,113 251,113 240,114 251,114 240,115 251,115 240,116 251,116 240,117 251,117 240,118 251,118 240,119 251,119 240,120 251,120 240,121 251,121 240,122 251,122
256,112 256,123 257,112 257,123 258,112 258,123 259,112 259,123 260,112 260,123 261,112 261,123 262,112 262,123 263,112 263,123 264,112 264,123 265,112 265,123 266,112 266,123 267,112 267,123 256,113 267,113 256,114 267,114 256,115 267,115 256,116 267,116 256,117 267,117 256,118 267,118 256,119 267,119 256,120 267,120 256,121 267,121 256,122 267,122
272,112 272,123 273,112 273,123 274,112 274,123 275,112 275,123 276,112 276,123 277,112 277,123 278,112 278,123 279,112 279,123 280,112 280,123 281,112 281,123 282,112 282,123 283,112 283,123 272,113 283,113 272,114 283,114 272,115 283,115 272,116 283,116 272,117 283,117 272,118 283,118 272,119 283,119 272,120 283,120 272,121 283,121 272,122 283,122
288,112 288,123 289,112 289,123 290,112 290,123 291,112 291,123 292,112 292,123 293,112 293,123 294,112 294,123 295,112 295,123 296,112 296,123 297,112 297,123 298,112 298,123 299,112 299,123 288,113 299,113 288,114 299,114 288,115 299,115 288,116 299,116 288,117 299,117 288,118 299,118 288,119 299,119 288,120 299,120 288,121 299,121 288,122 299,122
304,112 304,123 305,112 305,123 306,112 306,123 307,112 307,123 308,112 308,123 309,112 309,123 310,112 310,123 311,112 311,123 312,112 312,123 313,112 313,123 314,112 314,123 315,112 315,123 304,113 315,113 304,114 315,114 304,115 315,115 304,116 315,116 304,117 315,117 304,118 315,118 304,119 315,119 304,120 315,120 304,121 315,121 304,122 315,122
320,112 320,123 321,112 321,123 322,112 322,123 323,112 323,123 324,112 324,123 325,112 325,123 326,112 326,123 327,112 327,123 328,112 328,123 329,112 329,123 330,112 330,123 331,112 331,123 320,113 331,113 320,114 331,114 320,115 331,115 320,116 331,116 320,117 331,117 320,118 331,118 320,119 331,119 320,120 331,120 320,121 331,121 320,122 331,122
336,112 336,123 337,112 337,123 338,112 338,123 339,112 339,123 340,112 340,123 341,112 341,123 342,112 342,123 343,112 343,123 344,112 344,123 345,112 345,123 346,112 346,123 347,112 347,123 336,113 347,113 336,114 347,114 336,115 347,115 336,116 347,116 336,117 347,117 336,118 347,118 336,119 347,119 336,120 347,120 336,121 347,121 336,122 347,122
352,112 352,123 353,112 353,123 354,112 354,123 355,112 355,123 356,112 356,123 357,112 357,123 358,112 358,123 359,112 359,123 360,112 360,123 361,112 361,123 362,112 362,123 363,112 363,123 352,113 363,113 352,114 363,114 352,115 363,115 352,116 363,116 352,117 363,117 352,118 363,118 352,119 363,119 352,120 363,120 352,121 363,121 352,122 363,122
368,112 368,123 369,112 369,123 370,112 370,123 371,112 371,123 372,112 372,123 373,112 373,123 374,112 374,123 375,112 375,123 376,112 376,123 377,112 377,123 378,112 378,123 379,112 379,123 368,113 379,113 368,114 379,114 368,115 379,115 368,116 379,116 368,117 379,117 368,118 379,118 368,119 379,119 368,120 379,120 368,121 379,121 368,122 379,122
384,112 384,123 385,112 385,123 386,112 386,123 387,112 387,123 388,112 388,123 389,112 389,123 390,112 390,123 391,112 391,123 392,112 392,123 393,112 393,123 394,112 394,123 395,112 395,123 384,113 395,113 384,114 395,114 384,115 395,115 384,116 395,116 384,117 395,117 384,118 395,118 384,119 395,119 384,120 395,120 384,121 395,121 384,122 395,122
400,112 400,123 401,112 401,123 402,112 402,123 403,112 403,123 404,112 404,123 405,112 405,123 406,112 406,123 407,112 407,123 408,112 408,123 409,112 409,123 410,112 410,123 411,112 411,123 400,113 411,113 400,114 411,114 400,115 411,115 400,116 411,116 400,117 411,117 400,118 411,118 400,119 411,119 400,120 411,120 400,121 411,121 400,122 411,122
416,112 416,123 417,112 417,123 418,112 418,123 419,112 419,123 420,112 420,123 421,112 421,123 422,112 422,123 423,112 423,123 424,112 424,123 425,112 425,123 426,112 426,123 427,112 427,123 416,113 427,113 416,114 427,114 416,115 427,115 416,116 427,116 416,117 427,117 416,118 427,118 416,119 427,119 416,120 427,120 416,121 427,121 416,122 427,122
432,112 432,123 433,112 433,123 434,112 434,123 435,112 435,123 436,112 436,123 437,112 437,123 438,112 438,123 439,112 439,123 440,112 440,123 441,112 441,123 442,112 442,123 443,112 443,123 432,113 443,113 432,114 443,114 432,115 443,115 432,116 443,116 432,117 443,117 432,118 443,118 432,119 443,119 432,120 443,120 432,121 443,121 432,122 443,122
448,112 448,123 449,112 449,123 450,112 450,123 451,112 451,123 452,112 452,123 453,112 453,123 454,112 454,123 455,112 455,123 456,112 456,123 457,112 457,123 458,112 458,123 459,112 459,123 448,113 459,113 448,114 459,114 448,115 459,115 448,116 459,116 448,117 459,117 448,118 459,118 448,119 459,119 448,120 459,120 448,121 459,121 448,122 459,122
464,112 464,123 465,112 465,123 466,112 466,123 467,112 467,123 468,112 468,123 469,112 469,123 470,112 470,123 471,112 471,123 472,112 472,123 473,112 473,123 474,112 474,123 475,112 475,123 464,113 475,113 464,114 475,114 464,115 475,115 464,116 475,116 464,117 475,117 464,118 475,118 464,119 475,119 464,120 475,120 464,121 475,121 464,122 475,122
480,112 480,123 481,112 481,123 482,112 482,123 483,112 483,123 484,112 484,123 485,112 485,123 486,112 486,123 487,112 487,123 488,112 488,123 489,112 489,123 490,112 490,123 491,112 491,123 480,113 491,113 480,114 491,114 480,115 491,115 480,116 491,116 480,117 491,117 480,118 491,118 480,119 491,119 480,120 491,120 480,121 491,121 480,122 491,122
496,112 496,123 497,112 497,123 498,112 498,123 499,112 499,123 500,112 500,123 501,112 501,123 502,112 502,123 503,112 503,123 504,112 504,123 505,112 505,123 506,112 506,123 507,112 507,123 496,113 507,113 496,114 507,114 496,115 507,115 496,116 507,116 496,117 507,117 496,118 507,118 496,119 507,119 496,120 507,120 496,121 507,121 496,122 507,122
64,128 64,139 65,128 65,139 66,128 66,139 67,128 67,139 68,128 68,139 69,128 69,139 70,128 70,139 71,128 71,139 72,128 72,139 73,128 73,139 74,128 74,139 75,128 75,139 64,129 75,129 64,130 75,130 64,131 75,131 64,132 75,132 64,133 75,133 64,134 75,134 64,135 75,135 64,136 75,136 64,137 75,137 64,138 75,138
80,128 80,139 81,128 81,139 82,128 82,139 83,128 83,139 84,128 84,139 85,128 85,139 86,128 86,139 87,128 87,139 88,128 88,139 89,128 89,139 90,128 90,139 91,128 91,139 80,129 91,129 80,130 91,130 80,131 91,131 80,132 91,132 80,133 91,133 80,134 91,134 80,135 91,135 80,136 91,136 80,137 91,137 80,138 91,138
96,128 96,139 97,128 97,139 98,128 98,139 99,128 99,139 100,128 100,139 101,128 101,139 102,128 102,139 103,128 103,139 104,128 104,139 105,128 105,139 106,128 106,139 107,128 107,139 96,129 107,129 96,130 107,130 96,131 107,131 96,132 107,132 96,133 107,133 96,134 107,134 96,135 107,135 96,136 107,136 96,137 107,137 96,138 107,138
112,128 112,139 113,128 113,139 114,128 114,139 115,128 115,139 116,128 116,139 117,128 117,139 118,128 118,139 119,128 119,139 120,128 120,139 121,128 121,139 122,128 122,139 123,128 123,139 112,129 123,129 112,130 123,130 112,131 123,131 112,132 123,132 112,133 123,133 112,134 123,134 112,135 123,135 112,136 123,136 112,137 123,137 112,138 123,138
128,128 128,139 129,128 129,139 130,128 130,139 131,128 131,139 132,128 132,139 133,128 133,139 134,128 134,139 135,128 135,139 136,128 136,139 137,128 137,139 138,128 138,139 139,128 139,139 128,129 139,129 128,130 139,130 128,131 139,131 128,132 139,132 128,133 139,133 128,134 139,134 128,135 139,135 128,136 139,136 128,137 139,137 128,138 139,138
144,128 144,139 145,128 145,139 146,128 146,139 147,128 147,139 148,128 148,139 149,128 149,139 150,128 150,139 151,128 151,139 152,128 152,139 153,128 153,139 154,128 154,139 155,128 155,139 144,129 155,129 144,130 155,130 144,131 155,131 144,132 155,132 144,133 155,133 144,134 155,134 144,135 155,135 144,136 155,136 144,137 155,137 144,138 155,138
160,128 160,139 161,128 161,139 162,128 162,139 163,128 163,139 164,128 164,139 165,128 165,139 166,128 166,139 167,128 167,139 168,128 168,139 169,128 169,139 170,128 170,139 171,128 171,139 160,129 171,129 160,130 171,130 160,131 171,131 160,132 171,132 160,133 171,133 160,134 171,134 160,135 171,135 160,136 171,136 160,137 171,137 160,138 171,138
176,128 176,139 177,128 177,139 178,128 178,139 179,128 179,139 180,128 180,139 181,128 181,139 182,128 182,139 183,128 183,139 184,128 184,139 185,128 185,139 186,128 186,139 187,128 187,139 176,129 187,129 176,130 187,130 176,131 187,131 176,132 187,132 176,133 187,133 176,134 187,134 176,135 187,135 176,136 187,136 176,137 187,137 176,138 187,138
192,128 192,139 193,128 193,139 194,128 194,139 195,128 195,139 196,128 196,139 197,128 197,139 198,128 198,139 199,128 199,139 200,128 200,139 201,128 201,139 202,128 202,139 203,128 203,139 192,129 203,129 192,130 203,130 192,131 203,131 192,132 203,132 192,133 203,133 192,134 203,134 192,135 203,135 192,136 203,136 192,137 203,137 192,138 203,138
208,128 208,139 209,128 209,139 210,128 210,139 211,128 211,139 212,128 212,139 213,128 213,139 214,128 214,139 215,128 215,139 216,128 216,139 217,128 217,139 218,128 218,139 219,128 219,139 208,129 219,129 208,130 219,130 208,131 219,131 208,132 219,132 208,133 219,133 208,134 219,134 208,135 219,135 208,136 219,136 208,137 219,137 208,138 219,138
224,128 224,139 225,128 225,139 226,128 226,139 227,128 227,139 228,128 228,139 229,128 229,139 230,128 230,139 231,128 231,139 232,128 232,139 233,128 233,139 234,128 234,139 235,128 235,139 224,129 235,129 224,130 235,130 224,131 235,131 224,132 235,132 224,133 235,133 224,134 235,134 224,135 235,135 224,136 235,136 224,137 235,137 224,138 235,138
240,128 240,139 241,128 241,139 242,128 242,139 243,128 243,139 244,128 244,139 245,128 245,139 246,128 246,139 247,128 247,139 248,128 248,139 249,128 249,139 250,128 250,139 251,128 251,139 240,129 251,129 240,130 251,130 240,131 251,131 240,132 251,132 240,133 251,133 240,134 251,134 240,135 251,135 240,136 251,136 240,137 251,137 240,138 251,138
256,128 256,139 257,128 257,139 258,128 258,139 259,128 259,139 260,128 260,139 261,128 261,139 262,128 262,139 263,128 263,139 264,128 264,139 265,128 265,139 266,128 266,139 267,128 267,139 256,129 267,129 256,130 267,130 256,131 267,131 256,132 267,132 256,133 267,133 256,134 267,134 256,135 267,135 256,136 267,136 256,137 267,137 256,138 267,138
272,128 272,139 273,128 273,139 274,128 274,139 275,128 275,139 276,128 276,139 277,128 277,139 278,128 278,139 279,128 279,139 280,128 280,139 281,128 281,139 282,128 282,139 283,128 283,139 272,129 283,129 272,130 283,130 272,131 283,131 272,132 283,132 272,133 283,133 272,134 283,134 272,135 283,135 272,136 283,136 272,137 283,137 272,138 283,138
288,128 288,139 289,128 289,139 290,128 290,139 291,128 291,139 292,128 292,139 293,128 293,139 294,128 294,139 295,128 295,139 296,128 296,139 297,128 297,139 298,128 298,139 299,128 299,139 288,129 299,129 288,130 299,130 288,131 299,131 288,132 299,132 288,133 299,133 288,134 299,134 288,135 299,135 288,136 299,136 288,137 299,137 288,138 299,138
304,128 304,139 305,128 305,139 306,128 306,139 307,128 307,139 308,128 308,139 309,128 309,139 310,128 310,139 311,128 311,139 312,128 312,139 313,128 313,139 314,128 314,139 315,128 315,139 304,129 315,129 304,130 315,130 304,131 315,131 304,132 315,132 304,133 315,133 304,134 315,134 304,135 315,135 304,136 315,136 304,137 315,137 304,138 315,138
320,128 320,139 321,128 321,139 322,128 322,139 323,128 323,139 324,128 324,139 325,128 325,139 326,128 326,139 327,128 327,139 328,128 328,139 329,128 329,139 330,128 330,139 331,128 331,139 320,129 331,129 320,130 331,130 320,131 331,131 320,132 331,132 320,133 331,133 320,134 331,134 320,135 331,135 320,136 331,136 320,137 331,137 320,138 331,138
336,128 336,139 337,128 337,139 338,128 338,139 339,128 339,139 340,128 340,139 341,128 341,139 342,128 342,139 343,128 343,139 344,128 344,139 345,128 345,139 346,128 346,139 347,128 347,139 336,129 347,129 336,130 347,130 336,131 347,131 336,132 347,132 336,133 347,133 336,134 347,134 336,135 347,135 336,136 347,136 336,137 347,137 336,138 347,138
352,128 352,139 353,128 353,139 354,128 354,139 355,128 355,139 356,128 356,139 357,128 357,139 358,128 358,139 359,128 359,139 360,128 360,139 361,128 361,139 362,128 362,139 363,128 363,139 352,129 363,129 352,130 363,130 352,131 363,131 352,132 363,132 352,133 363,133 352,134 363,134 352,135 363,135 352,136 363,136 352,137 363,137 352,138 363,138
368,128 368,139 369,128 369,139 370,128 370,139 371,128 371,139 372,128 372,139 373,128 373,139 374,128 374,139 375,128 375,139 376,128 376,139 377,128 377,139 378,128 378,139 379,128 379,139 368,129 379,129 368,130 379,130 368,131 379,131 368,132 379,132 368,133 379,133 368,134 379,134 368,135 379,135 368,136 379,136 368,137 379,137 368,138 379,138
384,128 384,139 385,128 385,139 386,128 386,139 387,128 387,139 388,128 388,139 389,128 389,139 390,128 390,139 391,128 391,139 392,128 392,139 393,128 393,139 394,128 394,139 395,128 395,139 384,129 395,129 384,130 395,130 384,131 395,131 384,132 395,132 384,133 395,133 384,134 395,134 384,135 395,135 384,136 395,136 384,137 395,137 384,138 395,138
400,128 400,139 401,128 401,139 402,128 402,139 403,128 403,139 404,128 404,139 405,128 405,139 406,128 406,139 407,128 407,139 408,128 408,139 409,128 409,139 410,128 410,139 411,128 411,139 400,129 411,129 400,130 411,130 400,131 411,131 400,132 411,132 400,133 411,133 400,134 411,134 400,135 411,135 400,136 411,136 400,137 411,137 400,138 411,138
416,128 416,139 417,128 417,139 418,128 418,139 419,128 419,139 420,128 420,139 421,128 421,139 422,128 422,139 423,128 423,139 424,128 424,139 425,128 425,139 426,128 426,139 427,128 427,139 416,129 427,129 416,130 427,130 416,131 427,131 416,132 427,132 416,133 427,133 416,134 427,134 416,135 427,135 416,136 427,136 416,137 427,137 416,138 427,138
432,128 432,139 433,128 433,139 434,128 434,139 435,128 435,139 436,128 436,139 437,128 437,139 438,128 438,139 439,128 439,139 440,128 440,139 441,128 441,139 442,128 442,139 443,128 443,139 432,129 443,129 432,130 443,130 432,131 443,131 432,132 443,132 432,133 443,133 432,134 443,134 432,135 443,135 432,136 443,136 432,137 443,137 432,138 443,138
448,128 448,139 449,128 449,139 450,128 450,139 451,128 451,139 452,128 452,139 453,128 453,139 454,128 454,139 455,128 455,139 456,128 456,139 457,128 457,139 458,128 458,139 459,128 459,139 448,129 459,129 448,130 459,130 448,131 459,131 448,132 459,132 448,133 459,133 448,134 459,134 448,135 459,135 448,136 459,136 448,137 459,137 448,138 459,138
464,128 464,139 465,128 465,139 466,128 466,139 467,128 467,139 468,128 468,139 469,128 469,139 470,128 470,139 471,128 471,139 472,128 472,139 473,128 473,139 474,128 474,139 475,128 475,139 464,129 475,129 464,130 475,130 464,131 475,131 464,132 475,132 464,133 475,133 464,134 475,134 464,135 475,135 464,136 475,136 464,137 475,137 464,138 475,138
